Date_key,Full_date,Year,Month,Month_name,Week_number,Season,Is_rainy_season
20150425,2015-04-25,2015,4,April,17,Rainy,False
20150426,2015-04-26,2015,4,April,17,Rainy,False
20150427,2015-04-27,2015,4,April,18,Rainy,False
20150428,2015-04-28,2015,4,April,18,Rainy,False
20150429,2015-04-29,2015,4,April,18,Rainy,False
20150430,2015-04-30,2015,4,April,18,Rainy,False
20150501,2015-05-01,2015,5,May,18,Rainy,False
20150502,2015-05-02,2015,5,May,18,Rainy,False
20150503,2015-05-03,2015,5,May,18,Rainy,False
20150504,2015-05-04,2015,5,May,19,Rainy,False
20150505,2015-05-05,2015,5,May,19,Rainy,False
20150506,2015-05-06,2015,5,May,19,Rainy,False
20150507,2015-05-07,2015,5,May,19,Rainy,False
20150508,2015-05-08,2015,5,May,19,Rainy,False
20150509,2015-05-09,2015,5,May,19,Rainy,False
20150510,2015-05-10,2015,5,May,19,Rainy,False
20150511,2015-05-11,2015,5,May,20,Rainy,False
20150512,2015-05-12,2015,5,May,20,Rainy,False
20150513,2015-05-13,2015,5,May,20,Rainy,False
20150514,2015-05-14,2015,5,May,20,Rainy,False
20150515,2015-05-15,2015,5,May,20,Rainy,False
20150516,2015-05-16,2015,5,May,20,Rainy,False
20150517,2015-05-17,2015,5,May,20,Rainy,False
20150518,2015-05-18,2015,5,May,21,Rainy,False
20150519,2015-05-19,2015,5,May,21,Rainy,False
20150520,2015-05-20,2015,5,May,21,Rainy,False
20150521,2015-05-21,2015,5,May,21,Rainy,False
20150522,2015-05-22,2015,5,May,21,Rainy,False
20150523,2015-05-23,2015,5,May,21,Rainy,False
20150524,2015-05-24,2015,5,May,21,Rainy,False
20150525,2015-05-25,2015,5,May,22,Rainy,False
20150526,2015-05-26,2015,5,May,22,Rainy,False
20150527,2015-05-27,2015,5,May,22,Rainy,False
20150528,2015-05-28,2015,5,May,22,Rainy,False
20150529,2015-05-29,2015,5,May,22,Rainy,False
20150530,2015-05-30,2015,5,May,22,Rainy,False
20150531,2015-05-31,2015,5,May,22,Rainy,False
20150601,2015-06-01,2015,6,June,23,Rainy,True
20150602,2015-06-02,2015,6,June,23,Rainy,True
20150603,2015-06-03,2015,6,June,23,Rainy,True
20150604,2015-06-04,2015,6,June,23,Rainy,True
20150605,2015-06-05,2015,6,June,23,Rainy,True
20150606,2015-06-06,2015,6,June,23,Rainy,True
20150607,2015-06-07,2015,6,June,23,Rainy,True
20150608,2015-06-08,2015,6,June,24,Rainy,True
20150609,2015-06-09,2015,6,June,24,Rainy,True
20150610,2015-06-10,2015,6,June,24,Rainy,True
20150611,2015-06-11,2015,6,June,24,Rainy,True
20150612,2015-06-12,2015,6,June,24,Rainy,True
20150613,2015-06-13,2015,6,June,24,Rainy,True
20150614,2015-06-14,2015,6,June,24,Rainy,True
20150615,2015-06-15,2015,6,June,25,Rainy,True
20150616,2015-06-16,2015,6,June,25,Rainy,True
20150617,2015-06-17,2015,6,June,25,Rainy,True
20150618,2015-06-18,2015,6,June,25,Rainy,True
20150619,2015-06-19,2015,6,June,25,Rainy,True
20150620,2015-06-20,2015,6,June,25,Rainy,True
20150621,2015-06-21,2015,6,June,25,Rainy,True
20150622,2015-06-22,2015,6,June,26,Rainy,True
20150623,2015-06-23,2015,6,June,26,Rainy,True
20150624,2015-06-24,2015,6,June,26,Rainy,True
20150625,2015-06-25,2015,6,June,26,Rainy,True
20150626,2015-06-26,2015,6,June,26,Rainy,True
20150627,2015-06-27,2015,6,June,26,Rainy,True
20150628,2015-06-28,2015,6,June,26,Rainy,True
20150629,2015-06-29,2015,6,June,27,Rainy,True
20150630,2015-06-30,2015,6,June,27,Rainy,True
20150701,2015-07-01,2015,7,July,27,Rainy,True
20150702,2015-07-02,2015,7,July,27,Rainy,True
20150703,2015-07-03,2015,7,July,27,Rainy,True
20150704,2015-07-04,2015,7,July,27,Rainy,True
20150705,2015-07-05,2015,7,July,27,Rainy,True
20150706,2015-07-06,2015,7,July,28,Rainy,True
20150707,2015-07-07,2015,7,July,28,Rainy,True
20150708,2015-07-08,2015,7,July,28,Rainy,True
20150709,2015-07-09,2015,7,July,28,Rainy,True
20150710,2015-07-10,2015,7,July,28,Rainy,True
20150711,2015-07-11,2015,7,July,28,Rainy,True
20150712,2015-07-12,2015,7,July,28,Rainy,True
20150713,2015-07-13,2015,7,July,29,Rainy,True
20150714,2015-07-14,2015,7,July,29,Rainy,True
20150715,2015-07-15,2015,7,July,29,Rainy,True
20150716,2015-07-16,2015,7,July,29,Rainy,True
20150717,2015-07-17,2015,7,July,29,Rainy,True
20150718,2015-07-18,2015,7,July,29,Rainy,True
20150719,2015-07-19,2015,7,July,29,Rainy,True
20150720,2015-07-20,2015,7,July,30,Rainy,True
20150721,2015-07-21,2015,7,July,30,Rainy,True
20150722,2015-07-22,2015,7,July,30,Rainy,True
20150723,2015-07-23,2015,7,July,30,Rainy,True
20150724,2015-07-24,2015,7,July,30,Rainy,True
20150725,2015-07-25,2015,7,July,30,Rainy,True
20150726,2015-07-26,2015,7,July,30,Rainy,True
20150727,2015-07-27,2015,7,July,31,Rainy,True
20150728,2015-07-28,2015,7,July,31,Rainy,True
20150729,2015-07-29,2015,7,July,31,Rainy,True
20150730,2015-07-30,2015,7,July,31,Rainy,True
20150731,2015-07-31,2015,7,July,31,Rainy,True
20150801,2015-08-01,2015,8,August,31,Rainy,True
20150802,2015-08-02,2015,8,August,31,Rainy,True
20150803,2015-08-03,2015,8,August,32,Rainy,True
20150804,2015-08-04,2015,8,August,32,Rainy,True
20150805,2015-08-05,2015,8,August,32,Rainy,True
20150806,2015-08-06,2015,8,August,32,Rainy,True
20150807,2015-08-07,2015,8,August,32,Rainy,True
20150808,2015-08-08,2015,8,August,32,Rainy,True
20150809,2015-08-09,2015,8,August,32,Rainy,True
20150810,2015-08-10,2015,8,August,33,Rainy,True
20150811,2015-08-11,2015,8,August,33,Rainy,True
20150812,2015-08-12,2015,8,August,33,Rainy,True
20150813,2015-08-13,2015,8,August,33,Rainy,True
20150814,2015-08-14,2015,8,August,33,Rainy,True
20150815,2015-08-15,2015,8,August,33,Rainy,True
20150816,2015-08-16,2015,8,August,33,Rainy,True
20150817,2015-08-17,2015,8,August,34,Rainy,True
20150818,2015-08-18,2015,8,August,34,Rainy,True
20150819,2015-08-19,2015,8,August,34,Rainy,True
20150820,2015-08-20,2015,8,August,34,Rainy,True
20150821,2015-08-21,2015,8,August,34,Rainy,True
20150822,2015-08-22,2015,8,August,34,Rainy,True
20150823,2015-08-23,2015,8,August,34,Rainy,True
20150824,2015-08-24,2015,8,August,35,Rainy,True
20150825,2015-08-25,2015,8,August,35,Rainy,True
20150826,2015-08-26,2015,8,August,35,Rainy,True
20150827,2015-08-27,2015,8,August,35,Rainy,True
20150828,2015-08-28,2015,8,August,35,Rainy,True
20150829,2015-08-29,2015,8,August,35,Rainy,True
20150830,2015-08-30,2015,8,August,35,Rainy,True
20150831,2015-08-31,2015,8,August,36,Rainy,True
20150901,2015-09-01,2015,9,September,36,Rainy,True
20150902,2015-09-02,2015,9,September,36,Rainy,True
20150903,2015-09-03,2015,9,September,36,Rainy,True
20150904,2015-09-04,2015,9,September,36,Rainy,True
20150905,2015-09-05,2015,9,September,36,Rainy,True
20150906,2015-09-06,2015,9,September,36,Rainy,True
20150907,2015-09-07,2015,9,September,37,Rainy,True
20150908,2015-09-08,2015,9,September,37,Rainy,True
20150909,2015-09-09,2015,9,September,37,Rainy,True
20150910,2015-09-10,2015,9,September,37,Rainy,True
20150911,2015-09-11,2015,9,September,37,Rainy,True
20150912,2015-09-12,2015,9,September,37,Rainy,True
20150913,2015-09-13,2015,9,September,37,Rainy,True
20150914,2015-09-14,2015,9,September,38,Rainy,True
20150915,2015-09-15,2015,9,September,38,Rainy,True
20150916,2015-09-16,2015,9,September,38,Rainy,True
20150917,2015-09-17,2015,9,September,38,Rainy,True
20150918,2015-09-18,2015,9,September,38,Rainy,True
20150919,2015-09-19,2015,9,September,38,Rainy,True
20150920,2015-09-20,2015,9,September,38,Rainy,True
20150921,2015-09-21,2015,9,September,39,Rainy,True
20150922,2015-09-22,2015,9,September,39,Rainy,True
20150923,2015-09-23,2015,9,September,39,Rainy,True
20150924,2015-09-24,2015,9,September,39,Rainy,True
20150925,2015-09-25,2015,9,September,39,Rainy,True
20150926,2015-09-26,2015,9,September,39,Rainy,True
20150927,2015-09-27,2015,9,September,39,Rainy,True
20150928,2015-09-28,2015,9,September,40,Rainy,True
20150929,2015-09-29,2015,9,September,40,Rainy,True
20150930,2015-09-30,2015,9,September,40,Rainy,True
20151001,2015-10-01,2015,10,October,40,Dry,False
20151002,2015-10-02,2015,10,October,40,Dry,False
20151003,2015-10-03,2015,10,October,40,Dry,False
20151004,2015-10-04,2015,10,October,40,Dry,False
20151005,2015-10-05,2015,10,October,41,Dry,False
20151006,2015-10-06,2015,10,October,41,Dry,False
20151007,2015-10-07,2015,10,October,41,Dry,False
20151008,2015-10-08,2015,10,October,41,Dry,False
20151009,2015-10-09,2015,10,October,41,Dry,False
20151010,2015-10-10,2015,10,October,41,Dry,False
20151011,2015-10-11,2015,10,October,41,Dry,False
20151012,2015-10-12,2015,10,October,42,Dry,False
20151013,2015-10-13,2015,10,October,42,Dry,False
20151014,2015-10-14,2015,10,October,42,Dry,False
20151015,2015-10-15,2015,10,October,42,Dry,False
20151016,2015-10-16,2015,10,October,42,Dry,False
20151017,2015-10-17,2015,10,October,42,Dry,False
20151018,2015-10-18,2015,10,October,42,Dry,False
20151019,2015-10-19,2015,10,October,43,Dry,False
20151020,2015-10-20,2015,10,October,43,Dry,False
20151021,2015-10-21,2015,10,October,43,Dry,False
20151022,2015-10-22,2015,10,October,43,Dry,False
20151023,2015-10-23,2015,10,October,43,Dry,False
20151024,2015-10-24,2015,10,October,43,Dry,False
20151025,2015-10-25,2015,10,October,43,Dry,False
20151026,2015-10-26,2015,10,October,44,Dry,False
20151027,2015-10-27,2015,10,October,44,Dry,False
20151028,2015-10-28,2015,10,October,44,Dry,False
20151029,2015-10-29,2015,10,October,44,Dry,False
20151030,2015-10-30,2015,10,October,44,Dry,False
20151031,2015-10-31,2015,10,October,44,Dry,False
20151101,2015-11-01,2015,11,November,44,Dry,False
20151102,2015-11-02,2015,11,November,45,Dry,False
20151103,2015-11-03,2015,11,November,45,Dry,False
20151104,2015-11-04,2015,11,November,45,Dry,False
20151105,2015-11-05,2015,11,November,45,Dry,False
20151106,2015-11-06,2015,11,November,45,Dry,False
20151107,2015-11-07,2015,11,November,45,Dry,False
20151108,2015-11-08,2015,11,November,45,Dry,False
20151109,2015-11-09,2015,11,November,46,Dry,False
20151110,2015-11-10,2015,11,November,46,Dry,False
20151111,2015-11-11,2015,11,November,46,Dry,False
20151112,2015-11-12,2015,11,November,46,Dry,False
20151113,2015-11-13,2015,11,November,46,Dry,False
20151114,2015-11-14,2015,11,November,46,Dry,False
20151115,2015-11-15,2015,11,November,46,Dry,False
20151116,2015-11-16,2015,11,November,47,Dry,False
20151117,2015-11-17,2015,11,November,47,Dry,False
20151118,2015-11-18,2015,11,November,47,Dry,False
20151119,2015-11-19,2015,11,November,47,Dry,False
20151120,2015-11-20,2015,11,November,47,Dry,False
20151121,2015-11-21,2015,11,November,47,Dry,False
20151122,2015-11-22,2015,11,November,47,Dry,False
20151123,2015-11-23,2015,11,November,48,Dry,False
20151124,2015-11-24,2015,11,November,48,Dry,False
20151125,2015-11-25,2015,11,November,48,Dry,False
20151126,2015-11-26,2015,11,November,48,Dry,False
20151127,2015-11-27,2015,11,November,48,Dry,False
20151128,2015-11-28,2015,11,November,48,Dry,False
20151129,2015-11-29,2015,11,November,48,Dry,False
20151130,2015-11-30,2015,11,November,49,Dry,False
20151201,2015-12-01,2015,12,December,49,Dry,False
20151202,2015-12-02,2015,12,December,49,Dry,False
20151203,2015-12-03,2015,12,December,49,Dry,False
20151204,2015-12-04,2015,12,December,49,Dry,False
20151205,2015-12-05,2015,12,December,49,Dry,False
20151206,2015-12-06,2015,12,December,49,Dry,False
20151207,2015-12-07,2015,12,December,50,Dry,False
20151208,2015-12-08,2015,12,December,50,Dry,False
20151209,2015-12-09,2015,12,December,50,Dry,False
20151210,2015-12-10,2015,12,December,50,Dry,False
20151211,2015-12-11,2015,12,December,50,Dry,False
20151212,2015-12-12,2015,12,December,50,Dry,False
20151213,2015-12-13,2015,12,December,50,Dry,False
20151214,2015-12-14,2015,12,December,51,Dry,False
20151215,2015-12-15,2015,12,December,51,Dry,False
20151216,2015-12-16,2015,12,December,51,Dry,False
20151217,2015-12-17,2015,12,December,51,Dry,False
20151218,2015-12-18,2015,12,December,51,Dry,False
20151219,2015-12-19,2015,12,December,51,Dry,False
20151220,2015-12-20,2015,12,December,51,Dry,False
20151221,2015-12-21,2015,12,December,52,Dry,False
20151222,2015-12-22,2015,12,December,52,Dry,False
20151223,2015-12-23,2015,12,December,52,Dry,False
20151224,2015-12-24,2015,12,December,52,Dry,False
20151225,2015-12-25,2015,12,December,52,Dry,False
20151226,2015-12-26,2015,12,December,52,Dry,False
20151227,2015-12-27,2015,12,December,52,Dry,False
20151228,2015-12-28,2015,12,December,53,Dry,False
20151229,2015-12-29,2015,12,December,53,Dry,False
20151230,2015-12-30,2015,12,December,53,Dry,False
20151231,2015-12-31,2015,12,December,53,Dry,False
20160101,2016-01-01,2016,1,January,53,Dry,False
20160102,2016-01-02,2016,1,January,53,Dry,False
20160103,2016-01-03,2016,1,January,53,Dry,False
20160104,2016-01-04,2016,1,January,1,Dry,False
20160105,2016-01-05,2016,1,January,1,Dry,False
20160106,2016-01-06,2016,1,January,1,Dry,False
20160107,2016-01-07,2016,1,January,1,Dry,False
20160108,2016-01-08,2016,1,January,1,Dry,False
20160109,2016-01-09,2016,1,January,1,Dry,False
20160110,2016-01-10,2016,1,January,1,Dry,False
20160111,2016-01-11,2016,1,January,2,Dry,False
20160112,2016-01-12,2016,1,January,2,Dry,False
20160113,2016-01-13,2016,1,January,2,Dry,False
20160114,2016-01-14,2016,1,January,2,Dry,False
20160115,2016-01-15,2016,1,January,2,Dry,False
20160116,2016-01-16,2016,1,January,2,Dry,False
20160117,2016-01-17,2016,1,January,2,Dry,False
20160118,2016-01-18,2016,1,January,3,Dry,False
20160119,2016-01-19,2016,1,January,3,Dry,False
20160120,2016-01-20,2016,1,January,3,Dry,False
20160121,2016-01-21,2016,1,January,3,Dry,False
20160122,2016-01-22,2016,1,January,3,Dry,False
20160123,2016-01-23,2016,1,January,3,Dry,False
20160124,2016-01-24,2016,1,January,3,Dry,False
20160125,2016-01-25,2016,1,January,4,Dry,False
20160126,2016-01-26,2016,1,January,4,Dry,False
20160127,2016-01-27,2016,1,January,4,Dry,False
20160128,2016-01-28,2016,1,January,4,Dry,False
20160129,2016-01-29,2016,1,January,4,Dry,False
20160130,2016-01-30,2016,1,January,4,Dry,False
20160131,2016-01-31,2016,1,January,4,Dry,False
20160201,2016-02-01,2016,2,February,5,Dry,False
20160202,2016-02-02,2016,2,February,5,Dry,False
20160203,2016-02-03,2016,2,February,5,Dry,False
20160204,2016-02-04,2016,2,February,5,Dry,False
20160205,2016-02-05,2016,2,February,5,Dry,False
20160206,2016-02-06,2016,2,February,5,Dry,False
20160207,2016-02-07,2016,2,February,5,Dry,False
20160208,2016-02-08,2016,2,February,6,Dry,False
20160209,2016-02-09,2016,2,February,6,Dry,False
20160210,2016-02-10,2016,2,February,6,Dry,False
20160211,2016-02-11,2016,2,February,6,Dry,False
20160212,2016-02-12,2016,2,February,6,Dry,False
20160213,2016-02-13,2016,2,February,6,Dry,False
20160214,2016-02-14,2016,2,February,6,Dry,False
20160215,2016-02-15,2016,2,February,7,Dry,False
20160216,2016-02-16,2016,2,February,7,Dry,False
20160217,2016-02-17,2016,2,February,7,Dry,False
20160218,2016-02-18,2016,2,February,7,Dry,False
20160219,2016-02-19,2016,2,February,7,Dry,False
20160220,2016-02-20,2016,2,February,7,Dry,False
20160221,2016-02-21,2016,2,February,7,Dry,False
20160222,2016-02-22,2016,2,February,8,Dry,False
20160223,2016-02-23,2016,2,February,8,Dry,False
20160224,2016-02-24,2016,2,February,8,Dry,False
20160225,2016-02-25,2016,2,February,8,Dry,False
20160226,2016-02-26,2016,2,February,8,Dry,False
20160227,2016-02-27,2016,2,February,8,Dry,False
20160228,2016-02-28,2016,2,February,8,Dry,False
20160229,2016-02-29,2016,2,February,9,Dry,False
20160301,2016-03-01,2016,3,March,9,Rainy,False
20160302,2016-03-02,2016,3,March,9,Rainy,False
20160303,2016-03-03,2016,3,March,9,Rainy,False
20160304,2016-03-04,2016,3,March,9,Rainy,False
20160305,2016-03-05,2016,3,March,9,Rainy,False
20160306,2016-03-06,2016,3,March,9,Rainy,False
20160307,2016-03-07,2016,3,March,10,Rainy,False
20160308,2016-03-08,2016,3,March,10,Rainy,False
20160309,2016-03-09,2016,3,March,10,Rainy,False
20160310,2016-03-10,2016,3,March,10,Rainy,False
20160311,2016-03-11,2016,3,March,10,Rainy,False
20160312,2016-03-12,2016,3,March,10,Rainy,False
20160313,2016-03-13,2016,3,March,10,Rainy,False
20160314,2016-03-14,2016,3,March,11,Rainy,False
20160315,2016-03-15,2016,3,March,11,Rainy,False
20160316,2016-03-16,2016,3,March,11,Rainy,False
20160317,2016-03-17,2016,3,March,11,Rainy,False
20160318,2016-03-18,2016,3,March,11,Rainy,False
20160319,2016-03-19,2016,3,March,11,Rainy,False
20160320,2016-03-20,2016,3,March,11,Rainy,False
20160321,2016-03-21,2016,3,March,12,Rainy,False
20160322,2016-03-22,2016,3,March,12,Rainy,False
20160323,2016-03-23,2016,3,March,12,Rainy,False
20160324,2016-03-24,2016,3,March,12,Rainy,False
20160325,2016-03-25,2016,3,March,12,Rainy,False
20160326,2016-03-26,2016,3,March,12,Rainy,False
20160327,2016-03-27,2016,3,March,12,Rainy,False
20160328,2016-03-28,2016,3,March,13,Rainy,False
20160329,2016-03-29,2016,3,March,13,Rainy,False
20160330,2016-03-30,2016,3,March,13,Rainy,False
20160331,2016-03-31,2016,3,March,13,Rainy,False
20160401,2016-04-01,2016,4,April,13,Rainy,False
20160402,2016-04-02,2016,4,April,13,Rainy,False
20160403,2016-04-03,2016,4,April,13,Rainy,False
20160404,2016-04-04,2016,4,April,14,Rainy,False
20160405,2016-04-05,2016,4,April,14,Rainy,False
20160406,2016-04-06,2016,4,April,14,Rainy,False
20160407,2016-04-07,2016,4,April,14,Rainy,False
20160408,2016-04-08,2016,4,April,14,Rainy,False
20160409,2016-04-09,2016,4,April,14,Rainy,False
20160410,2016-04-10,2016,4,April,14,Rainy,False
20160411,2016-04-11,2016,4,April,15,Rainy,False
20160412,2016-04-12,2016,4,April,15,Rainy,False
20160413,2016-04-13,2016,4,April,15,Rainy,False
20160414,2016-04-14,2016,4,April,15,Rainy,False
20160415,2016-04-15,2016,4,April,15,Rainy,False
20160416,2016-04-16,2016,4,April,15,Rainy,False
20160417,2016-04-17,2016,4,April,15,Rainy,False
20160418,2016-04-18,2016,4,April,16,Rainy,False
20160419,2016-04-19,2016,4,April,16,Rainy,False
20160420,2016-04-20,2016,4,April,16,Rainy,False
20160421,2016-04-21,2016,4,April,16,Rainy,False
20160422,2016-04-22,2016,4,April,16,Rainy,False
20160423,2016-04-23,2016,4,April,16,Rainy,False
20160424,2016-04-24,2016,4,April,16,Rainy,False
20160425,2016-04-25,2016,4,April,17,Rainy,False
20160426,2016-04-26,2016,4,April,17,Rainy,False
20160427,2016-04-27,2016,4,April,17,Rainy,False
20160428,2016-04-28,2016,4,April,17,Rainy,False
20160429,2016-04-29,2016,4,April,17,Rainy,False
20160430,2016-04-30,2016,4,April,17,Rainy,False
20160501,2016-05-01,2016,5,May,17,Rainy,False
20160502,2016-05-02,2016,5,May,18,Rainy,False
20160503,2016-05-03,2016,5,May,18,Rainy,False
20160504,2016-05-04,2016,5,May,18,Rainy,False
20160505,2016-05-05,2016,5,May,18,Rainy,False
20160506,2016-05-06,2016,5,May,18,Rainy,False
20160507,2016-05-07,2016,5,May,18,Rainy,False
20160508,2016-05-08,2016,5,May,18,Rainy,False
20160509,2016-05-09,2016,5,May,19,Rainy,False
20160510,2016-05-10,2016,5,May,19,Rainy,False
20160511,2016-05-11,2016,5,May,19,Rainy,False
20160512,2016-05-12,2016,5,May,19,Rainy,False
20160513,2016-05-13,2016,5,May,19,Rainy,False
20160514,2016-05-14,2016,5,May,19,Rainy,False
20160515,2016-05-15,2016,5,May,19,Rainy,False
20160516,2016-05-16,2016,5,May,20,Rainy,False
20160517,2016-05-17,2016,5,May,20,Rainy,False
20160518,2016-05-18,2016,5,May,20,Rainy,False
20160519,2016-05-19,2016,5,May,20,Rainy,False
20160520,2016-05-20,2016,5,May,20,Rainy,False
20160521,2016-05-21,2016,5,May,20,Rainy,False
20160522,2016-05-22,2016,5,May,20,Rainy,False
20160523,2016-05-23,2016,5,May,21,Rainy,False
20160524,2016-05-24,2016,5,May,21,Rainy,False
20160525,2016-05-25,2016,5,May,21,Rainy,False
20160526,2016-05-26,2016,5,May,21,Rainy,False
20160527,2016-05-27,2016,5,May,21,Rainy,False
20160528,2016-05-28,2016,5,May,21,Rainy,False
20160529,2016-05-29,2016,5,May,21,Rainy,False
20160530,2016-05-30,2016,5,May,22,Rainy,False
20160531,2016-05-31,2016,5,May,22,Rainy,False
20160601,2016-06-01,2016,6,June,22,Rainy,True
20160602,2016-06-02,2016,6,June,22,Rainy,True
20160603,2016-06-03,2016,6,June,22,Rainy,True
20160604,2016-06-04,2016,6,June,22,Rainy,True
20160605,2016-06-05,2016,6,June,22,Rainy,True
20160606,2016-06-06,2016,6,June,23,Rainy,True
